code,kind,name
010115,service,Karta proslava
010116,service,Folija kataovana - krug 3 cm
010118,service,Brošura A3
010119,service,Nalepnice 60 x 80 mm
010120,service,Ulaznice
010121,service,Poster B2
010122,service,Vizit kartice
010123,service,ID trakice
010124,service,Štampa deklaracija
010125,service,Nalepnice 29 x 14 cm
010126,service,Deklaracije pljeskavica
010127,service,Deklaracije dimljena super kobasica
010128,service,Deklaracije neoblikovano meso
010129,service,Deklaracije đunta
010130,service,Kartoni popust 20 %-30%-40%-50%
010131,service,Nalepnice sa transferom - unutrašnje
010132,service,Štampa pvc nalepnica više vrsta
010133,service,Letak A5 - 4/4
010134,article,Notes A5
010135,service,Štampa pvc nalepnica
010136,service,Štampa A5 sa laminacijom
010137,service,Nalepnice pvc
010138,service,Nalepnice 30 mm
010139,service,Nalepnice 55 mm
010140,service,Nalepnice 50 x 15 mm
010141,service,"Deklara. plazma torta 48,5 x 25,4"
010142,service,Nalepnice 12 cm
010143,service,Štampa kartonskih oznaka
010144,service,Usluga gravure na olovkama
010145,service,Vizit kartice - set 2000 kom
010146,service,Inspirativne kartice
010147,service,Prijava edukacije
010148,service,Beauty kartice - šator
010149,service,Agenda brošura
010150,service,Folja katovana + transfer
010151,service,Vizit kartice spec papir- set 200
010152,article,ID pločice sa magnetom
010153,article,Registrator standard - optima 32x8
010154,article,Fotokopir papir u boji- pastel
010155,article,Štampač Kyocera
010156,service,Vizit kartice set 120 kom
010157,service,Fascikle
010159,service,Nalepnice pvc više vrsta
010160,service,PVC NALEPNICE
010161,service,Etikete
010162,service,Kartice
010163,service,Nalepnice pvc
010164,service,Nalepnice
010165,service,Fasikle hromo karton - Halk
010166,article,Ram alu A1
010167,article,Name tag
010168,service,Vizit kartice
010169,service,Nalepnice pvc
010170,service,"Ceradno platno 2,45 x 7 m"
010171,service,Štampa flajera
010173,service,Štampa nalepnica više vrsta
010174,service,Nalepnice više vrsta
010175,article,Ram alu A4 gerovan
010176,article,Ram alu A3 gerovan
010177,service,Fascikle Halk - savijene
010178,service,Brendiranje vozila
010179,service,Štampa vizit kartica - spec. papir
010180,service,Kalendari zidni
010181,service,Izrada putokaza od klirita
010182,service,Radno vreme- kater + transfer
010183,service,Putokaz toalet
010184,service,Nalepnice pvc
010185,service,Stikeri smola 25 x 19 mm
010186,service,Nalepnice pvc 3 cm
010187,service,Nalepnica pvc 106 x 23 cm
010188,service,Nalepnice fruške terme
010189,service,Ceradno platno - građeninska tabla
010190,service,Stiker smola
010191,article,Name tag sa magnetom
010192,service,Brendiranje vrata pvc folijom
010193,service,Štampa blokova A6
010194,service,Fascikle savijene - Halk
010195,service,Izrada pvc šablona
010196,service,Stikeri smola - scharck
010197,service,Stikeri smola 49 x 15 - schrack
010198,service,Stkeri smola 49 x 15 - slaj
010199,service,Štampa postera 45 x 62 cm
010200,article,Majice organic t
010201,article,Nova men prsluk
010202,service,Štampa velikog formata - sobe
010203,article,Menu box HB10
010204,article,OSYK 1000 ml + poklopac
010205,article,Menu box MB1
010206,service,Štampa vizit kartica
010207,service,Štampa kartica
010208,service,Nalepnice pvc više vrsta
010209,service,Nalepnice pvc - ptice + listići
010210,service,Nalepnice pvc fi 40 mm
010211,service,Kartice zahvalnosti
010212,service,Kartice sa rupom
010213,service,Štampa kućnog broja
010214,service,Vizit kartice - Stanković
010215,service,Ceradno platno sa ringlicama
010216,service,Štampa pvc nalepnica više vrsta
010217,service,Usluga korišćenja mašine binder
010218,service,Digitalna štampa A4 - 1/1
010219,article,Alu ram gerovani 88 x 64 cm
010220,article,Alu ram gerovan A3
010221,service,Letak 20 x 20 cm sa savijanjem
010222,service,Nalepnice pvc - Karlsberg
010223,service,Štampa na rokovnicima
010224,service,Flajer A6
010225,service,Plakat A3
010226,service,Vizit kartice
010227,service,Nalepnica pvc
010228,service,Štampa nalepnica više vrsta
010229,article,Majice polo sa štampom
010230,service,Radno vreme A4 format
010231,service,Štampa jelovnika
010232,service,Štampa jelovnika engleski
010233,service,Nalepnice bagel
010234,service,Štampa pvc sa kaširanjem
010235,service,Loyality kartice
010236,service,Loyality kartice kafa
010237,service,Vizit kartice foliootisak
010238,service,Ceradno platno sa ringlicama-kozmetika
010239,service,Cenovnik A4 sa laminacijom
010240,article,HUTONG trakice
010242,article,Set Sofija
010243,article,Aluminijumski ram A1
010244,article,Aluminijumski ram A2
010245,article,Aluminijumski ram A3
010246,article,Aluminijumski ram A4
010247,article,Lexan 4 mm
010248,service,Reklama 295 x 95 cm + lexan 4 mm
010249,service,"Ceradno platno 7,8 x 1,4 metra"
010250,service,Štampa nalepnica 30 mm
010251,article,Name tag sa magnetom
010252,article,Menu box HB 6
010253,article,Pet ambalaža 750 izdignuta
010254,article,Pet ambalaža 1250 izdignuta
010255,article,Slamke frape mix 500/1
010256,article,Name tag sa magnetom
010257,service,Vizit karte ciak - Smederevo
010258,service,Vizit karte - Pavlović
010259,service,Vaučeri
010260,service,Nalepnice - Fruške terme
010261,service,Nalepnice kater+ transfer - Slavuj
010262,service,Digitalna štampa pozivnica
010263,article,STELA varena torba 33 x 41 cm
010264,article,MIAMI papirna kesa sa kanapom
010265,article,FLORIDA jutana torba sa ručkom
010266,article,TASOS papirna kesa
010267,article,FADO - uložak za olovku
010268,article,TASOS 2 papirna kesa
010269,article,CORINT papirna kesa sa kanapom
010270,article,Ambalaža MB 1
010271,service,Servisne knjižice
010272,service,Servisne knjižice
010273,service,Nalepnice pvc
010274,service,Akreditacije A6 sa laminacijom
010275,service,ID trakice sa štampom
010276,service,Fascikle
010277,service,Graverska tabla 30x21cm sa gravurom
010278,service,Štampa vizit kartica
010279,service,Brendiranje frižidera
010280,service,Grafički dizaj izrada pdf formata
010281,service,Vizit kartice - set 1500 kom
010282,service,Brendirane ID trakice
010283,service,Štampa letaka A4
010284,service,Štampa ID kartica- pvc
010285,article,Privezak eva pena
010286,service,Štampa pvc kartica
010287,article,Kašikice za sladoled
010288,article,ID pločice sa magnetom
010289,article,Satiri - graverska ploča
010290,service,Blok A5 ncr
010291,service,Štampa postera B1
010292,service,Brendiranje lokala- Retenzija
010293,service,Brendiranje lokala - Retenzija
010294,service,Usluge veza na košuljama
010295,service,Ceradno platno 3 x 1 m
010296,service,Ceradno platno 4 x 1 m
010297,service,Zastave beach flag
010298,service,Zastava L shark
010299,article,Promo magnet 6 x 8 cm
010300,service,CRBC QR kodovi
010301,service,Putokaz B2
010302,service,Zahvalnica
010303,service,Zahvalnice i br za stolove
010304,service,Usluge štampe
010305,service,Vizit kartice 1/200
010306,article,PANAMA pamučna torba
010307,article,GATON pamučni ranac
010308,article,BRICKELL 150 torba
010309,article,CORINT kesa papirna sa kanapom
010310,article,TASOS kesa papirna
010311,article,TASOS 2 kesa papirna
010312,article,KUBA torba varena
010313,article,FLORIDA torba
010314,service,Štampa cenovnika sa laminacijom
010316,article,LIMON 105 ceger torba
010317,article,LIMON 120 ceger torba
010318,article,LIMON 170 ceger torba
010319,article,LIMON 220 ceger torba
010320,service,Blok otpremnica A5
010321,service,Blok priznanica A5
010322,article,Privezak klirit
010323,service,Vizit kartice 1/120+1/1 mat
010324,article,Majice polo sa štampom
010325,service,Usluge štampe nalepnica i kartica
010326,service,Štampa brošura -6 vrsta x 50 kom
010327,service,Vizit kartice - set 120 kom
010328,service,Štampa uzoraka 5 vrsta x 2 kom
010329,article,Hem.olovka sa štampom
010330,service,Flajer A4 sa savijanjem
010331,service,Štampa nalepnica
010332,service,Zahvalnica - foliootisak
010333,service,Štampa vizit kartica 1/200
010334,service,Radno vreme katovana slova + transfer
010335,service,Karta pića
010336,article,ŠENBRUN 100 x 200 mm stalak
010337,service,Štampa pvc nalepnica više vrsta
010338,service,Štampa pvc nalepnica 4 cm-1/265
010339,service,Izrada grafičkog rešenja - memorandum
010340,service,Štampa jelovnika
010342,service,Usluge izlaska na teren i merenje
010343,service,Usluga merenja prostorije za brend.
010344,service,Nalepnice aronija
010345,service,Nalepnice 6 u 1
010346,article,Stalak A5
010347,service,Štampa cenovnika 100x200
010348,article,Koverte kompetitir 23x33
010349,article,Stalak za selotejp
010350,article,Hem.olovka Aihao
010351,service,Štampša akreditacija
010352,service,Štampa akreditacija
010353,service,Štampa velikog formata
010354,service,Zahvalnice A4
010355,service,Folija pvc 500 mm
010356,article,Karton činija 750 ml + poklopac
010357,service,Nalepnice - Boutique
010359,service,Papirni uložak za escajg
010360,service,Baner platno 60 x 160
010361,service,Digitalna štampa A5
010362,service,Digitalna štampa A4
010363,service,Dig.štampa -trake
010364,service,PVC štampa
010365,service,Folija kater + transfer
010366,service,Štampa nalepnica za kontejnere
010367,service,Usluga lepljenja kontejnera
010368,service,Usluga lepljenja kontejnera
010369,service,Usluga lepljenja kontejnera
010370,service,Štampa flajera
010371,service,Štampa na majicama
010372,service,NCR blok A4 sa perforacijom
010373,service,Nalepnice - hitne intervencije
010374,service,Nalepnice hitne intervencije
010375,service,Nalepnice hitne intervencije
010376,service,Štampa ID trakica
010377,service,Štampa cenovnika
010378,service,Diplome A4
010379,service,Akreditacije pvc
010380,service,Reparacija roll up 85 x 200 cm
010381,article,Majice sa štampom
010382,article,Kišobran sklopivi sa štampom
010383,service,ID trakice
010384,article,Rokovnik B5
010385,service,Zahvalnice A4
010386,service,Zahvalnice A4 thank you
010387,service,Oznake za stolove
010388,service,PVC štampa- book of isic
010389,article,Bedževi 36 mm
010390,service,Štampa fotografija
010391,service,PVC štampa
010392,service,Novine
010393,service,Plakat B2
010394,service,Portret
010395,service,Zastavice
010396,article,PEKING hemijska olovka
010397,service,Vizit kartice 4/4 + 1/1 mat
010398,service,Štampa memoranduma
010399,service,Nalepnice pvc
010400,service,Nalepnice pvc kaširanje na Acy plack
010401,service,Patent
010402,service,Golibica
010403,service,Pozivnice
010404,service,Tekst
010405,article,Ram alu B2
010406,service,Deklaracija roštilj meso
010407,article,MILANO -alu ram A4
010411,service,Specifikacije za showroom
010412,article,NIHAVN graverska tabla 120x60cm
010413,service,Usluge štampe
010415,article,VADUZ - info stalak A4
010416,service,Štampa cenovnika
010417,service,Štampa jelovnika
010418,service,Štampa vinske karte
010419,service,Usluge grafičkog dizajna
010420,service,City light cenovnik
010421,service,Štampa koverti
010422,service,Fascikle
010423,article,Ambalaža MB 1
010424,article,Ambalaža pet 750 ml
010425,article,Ambalaža pet 375 ml
010426,service,Glasačke karte
010427,service,Kartice za glasanje
010428,service,Štampa na karticama
010429,service,Štampa nalepnica
010430,article,Privezak eva pena
010431,service,Ceradno platno
010432,article,ASTANA upaljač BELI
010433,article,MADEIRA hem.olovka
010434,article,BELIZE hem.olovka
010435,article,ROMA 2 hem.olovka
010436,service,Ceradno platno 200 x 85 cm
010437,service,Ceradno platno 200 x 65 cm
010438,article,Majice t shirts
010439,service,Štampa kataloga
010440,service,Deklaracije 20 x 7 cm
010441,service,Flajer A4
010442,service,Firmopisačke usluge
010443,article,PLAKA alkica fi 25mm
010444,service,Štampa nalepnica 3 cm
010445,service,Letak A6
010446,service,Vizit kartice
010447,service,Štampa pvc nalepnica 20 x 20 cm
010448,service,Nalepnice 70 x 65 mm
010449,service,Nalepnice 40 x 110 mm
010450,service,Vizit kartice - Stanković
010451,service,Vizit kartice - Zeljković
010452,service,Vizit kartice - Lakićević
010453,service,Vizit kartice - Aničić
010454,service,Vizit kartice - Tomić
010455,service,Papirni podmetači A3
010456,service,Nalepnice pvc
010457,article,Bedževi 55 mm
010458,service,Štampa generalija
010459,service,Letak A4 savijen na pola 4/4
010460,service,Štampa nalepnica drvoplast
010461,article,TALIN hemijska olovka
010462,article,Dispenzer 3 x 1/3 A4
010463,service,Nalepnice pvc - više vrsta
010464,service,Štampa velikog formata - pvc
010465,service,Nalepnica pvc 197 x 117 cm
010466,service,Vizit kartice
010467,service,Rebrendiranje izloga
010468,service,Izrada i lepljenje natpisa na vratima
010469,service,Izrada i lepljenje 6 foto zaposlenih
010470,article,Name tag
010471,article,Name tag sa magnetom
010472,service,Deklaracije 64.6 x 33.8 -plus
010473,service,"Deklaracije 64,6 x 33,8 - minus"
010474,service,"Deklaracije 48,5 x 25,4 plazma torta"
010475,service,"Deklaracije 48,5 x 25,4 čoko torta"
010476,service,Štampa naloga
010477,service,Štampa velikog formata
010478,service,Nalepnice fruške terme
010479,service,Štampa naloga 1/0
010480,service,Vizit kartice 4/4 -1/120
010481,service,Folija pvc + transfer
010482,article,Majice
010483,service,Blok NCR -A4 -1/0 sa perforacijom
010484,service,Nalepnice aktivni kiseonik
010485,service,Direktna štampa UV
010486,service,Štampa i izrada stikera
010487,article,ID pločica sa zihernadlom
010488,service,Nalepnice bandarola
010489,service,Nalepnice fruške terme
010490,service,Nalepnice intervencije + spratovi
010491,article,SCALA metalni privezak kućica
010492,service,Diplome A4
010493,service,Reparacija roll up
010494,service,Roll up nova konsrtukcija + baner
010495,article,Ceger torba sa štampom
010496,service,ID trakice
010497,article,Rokovnik B5
010498,service,Zahvalnice A4
010499,service,Zahvalnice thank you
010500,service,Oznake za stolove
010501,service,Oznake za stolve -više vrsta
010502,service,Nalepnoice pvc book
010503,article,Bedževi
010504,service,Roll up sa novim platnom
010505,article,Kišobran sa štampom
010506,service,Šatori za stolove
010507,article,Majice sa štampom
010508,service,Akreditacije pvc ID + blanko
010509,service,Glasačke kartice
010510,service,Kartice za glasanje
010511,service,Zahvalnice
010512,article,DUOMO privezak metalni kamion
010513,service,Nalepnice 40mm-1/200
010514,service,Nalepnice 70x35 mm 1/200
010515,service,Ptampa pvc nalepnica kaširano
010516,service,Štampa pvc nalepnica kaširano
010517,article,MILANO alu ram A3
010518,article,MILANO alu ram A2
010519,article,MILANO alu ram A1
010520,article,PRATER obostrana tabla A1
010521,article,Magnet 1 - otvarač beli
010522,article,Magnet 2 - otvarač beli
010523,article,MAO metalni privezak pravougaonik
010524,article,LIMASOL met.otvarač
010525,service,Flajer A5
010526,article,A tabla B1 format
010527,service,Štampa velikog formata flajera
010528,service,Brendiranje lokala - Ugrinovački put
010529,service,Brendiranje lokala -Pavla Vujisića
010530,service,Deklaracije - više vrsta
010531,article,Koverte 23 x 11 cm - DP
010532,article,MING metalni privezak automobil
010533,service,Specijalci 70x105 mm
010534,service,Brošura
010535,service,Brendirane trakice
010536,article,YO -YO držač ID kartice
010537,service,Kartice pvc
010538,article,Majice više vrsta
010539,article,ŠENBRUN stalak 100 x 200 mm
010540,article,ŠENBRUN stalak talas
010541,service,Direktna štampa Acyplac + CNC
010542,service,Ciradno platno ojačano + ringlice
010543,service,Štampa Dečji kačket žuti
010544,service,Štampa nalepnica
010545,service,Štampa na majicama
010546,service,Štampa kartica
010547,service,Štampa otvarača - Perić
010548,service,Štampa na majicama
010549,service,Stkeri smola 50 x 30 mm
010550,service,PVC nalepnice - frigo
010551,service,PVC nalepnice - bitzen
010552,service,Štampa na rokovnicima
010553,service,PVC nalepnice - rivacold
010554,service,Brendiranje frižidera
010555,service,Štampa vizit kartica - spec papir
010556,service,Kartice pvc
010557,service,Štampa pvc nalepnica
010558,article,Instagram ram
010559,service,Cenovnici A3 - kaširano 4/4
010560,service,Cenovnik A3 za ram
010561,service,Štampa za stalak Šenbrun
010562,service,Nalepnice pvc fi 30 mm
010563,service,Nalepnice pvc fi 50 mm
010564,service,Vizit kartice 4/4 -set 200 kom
010565,service,Vizit kartice 4/4- set 120 kom
010566,article,Changi pvc futrola teget
010567,article,Changi pvc futrola siva
010568,service,Zahvalnica 50 x 90 mm-set 100
010569,service,Blok A6 spiralni povez
010570,article,PORTO alu kartice 1/ 100
010571,service,Štampa nalepnica više vrsta
010572,service,Štampa nalepnica
010573,service,Nalepnice Fish Corp 500x200mm
010574,service,Nalepnice Fish Corp 2000 Feed
010575,service,Nalepnica 870 x 1370 mm
010576,service,Fascikle
010577,service,Štampa nalepnica
010578,article,"Tabla pvc 0,76 mic"
010579,service,Štampa stikera fi 30 mm - smola
010580,service,Štampa pvc nalepnica
010581,service,Vizit kartice - set 500
010582,article,Koverte american 23 x11
010583,service,Flajer A5
010584,service,Flajer A4
010585,service,Vizit kartice - set 1000
010586,service,Štampa letaka
010587,article,Yoyo držač ID kartice
010588,service,Poster formata B nula
010589,service,Poster formata A4
010590,service,Brendiranje frižidera
010591,service,Štampa na rokovnicima
010592,service,Nalepnice fruške terme
010593,service,Štampa cegera
010594,service,Štampa cegera
010595,article,Majice sa štampom
010596,service,Flajer A5 - 1/1
010597,service,Nalepnice pvc - gramaža
010598,service,Nalepnice 150 x 100
010599,service,Nalepnica 50 x 71 cm
010600,service,Poster 40 x 58 cm
010601,service,Deklaracije
010602,service,Blok ncr A4
010603,service,Štampa kartica
010604,service,Nalepnice hira pet
010605,service,Nalepnice dia pet
010606,service,Vizit kartice foliootisak
010607,article,Polo majice sa štampom
010608,service,Štampa nalepnica
010609,service,Poster B1
010610,service,Pozivnice 15 x 10 cm
010611,service,Zastave 15 x 10 cm
010612,service,Štampa nalepnica više vrsta
010613,service,Nalepnice pvc fi 50 mm-set 60 kom
010614,service,Nalepnice pvc fi 50 mm -set 90 kom
010615,service,Štampa postera A0
010616,service,Štampa velikg formata - Xiaomi
010617,service,Blok NCR A5- 100 lista
010618,service,Štampa A3 formata-set 20 kom
010619,service,Štampa A3 formata
010620,service,Štampa pvc fi 50 mm -set 150 kom
010621,article,ID pločica sa magnetom
010622,article,Mirišljave jelkice
010623,service,MS PET 750 izdignuta 1/600
010624,service,HB 10 -1/300
010625,article,SO 26 OZ 750 + poklopac 1/500
010626,service,Digit. štampa skolske pesme
010627,service,Papirni podmetači A3
010628,service,Štampa postera B1
010629,service,Štampa postera B2
010630,service,Flajer A4 set 100 kom
010631,service,Štampa na otvaračima - Monte
010632,service,Štampa na otvaračima - Imperator
010633,service,Akreditacije
010634,service,Nalepnica pvc - Aronia
010635,service,Nalepnice pvc 50 x 20 mm
010636,service,Nalepnice pvc
010637,article,Ambalažna pvc 40 x 110
010638,article,Ambalažna pvc 70 x 66
010639,service,Nalepnice pvc
010640,service,Štampa pvc nalepnica
010641,service,Štampa vizit kartica 1/120
010642,service,Vizit kartice 1/120-4/0
010643,service,Brendiranje frižidera
010644,service,Vizit karte - spec papir 4/4
010645,service,Štampa postera 90 x 60 cm
010646,service,Izrada grafičkog rešenja
010647,service,Štampa pvc nalepnica
010648,service,PVC štampa na acyplacu
010649,service,Štampa kupona
010650,service,Fascikle tvrdi povez
010651,service,Nalepnice - Zeder
010652,article,"Original pvc kartica 0,76 mm"
010653,service,Štampa pvc kartica
010654,service,Štampa velikog formata
010655,service,Nalepnice pvc
010656,service,Nalepnice pvc
010657,article,Nalepnice blanko
010658,service,Nalepnice pvc
010659,service,Izrada i montaža folije
010660,service,Izrada i montaža folije
010661,service,Izrada i montaža svetleće reklame
010662,service,Zamena uloška u reklami
010663,service,Izrada i montaža folije
010664,service,Izrada i montaža folije
010665,service,Nalepnice pvc - razno
010666,service,Nalepnice kaširano na acyplac
010667,service,Nalepnice pvc
010668,service,Papirne futrole za escajg
010669,service,Plakat A3
010670,service,Ulaznice
010671,service,Ambasador card - papir GC 1
010672,service,Vizit kartice sa numeracijom
010673,service,Nalepnice pvc 16 x 16 cm
010674,service,"Nalepnice 14,5 x 4 cm"
010675,service,Nalepnice pvc kaširano na acyplac
010676,service,Oracal crna folja kater+transfer
010677,article,TASMANIA - majice kratak rukav
010678,article,ID pločice sa magnetom
